,Unidad,Número de conversación,Clave,País,Ciudad,Sexo,Edad,Educación,Número de turno,ID del hablante,Turno previo,Turno,Turno siguiente,Posición de la unidad,Grupo de edad,No. de coincidencia en el turno,Total de coincidencias en el turno
486,¿sí?,75,PUEB_H23_052,México,Puebla,hombre,53,alto,360,I,"E: sí
","I: parece que el resto del estado no es Puebla / poblanos somos los angelopolitanos / con todo este orgullo que nos rodea / e<alargamiento/>h / yo creo que Puebla fue una un estado muy contradictorio / ¿por qué? porque bueno donde se polariza un elemento se polariza el otro / entonces bueno hubo un hubo un movimiento comunista liberal primero luego comunista muy importante frente a toda la tradición católica / ultra radical ¿no? e<alargamiento/>h no bueno hoy es / hoy el mundo se ha desdibujado / si te das cuenta el mundo se desdibuja / e<alargamiento/>h cada vez la gente tiene más miedo más dificultad para / asumir posiciones ideológicas para asumir posiciones vitales ¿no? e<alargamiento/>h para mí el ejemplo más claro de este desdibujamiento del mundo es Carlos Fuentes / Carlos Fuentes lo que dice puede estar en la derecha en la izquierda en el centro o en ningún lado / entonces creo que que / vivimos un mundo de no lugares / ya ni siquiera de lugares confrontados sino de no lugares lo que la antropología hoy día se dice el no lugar ¿sí? hay un desdibujamiento de todo ¿no? de todo / entonces Puebla es una mazacota de todo y de nada / e<alargamiento/>h // es decir eh a ver ¿somos una ciudad de primer mundo cosmopolita? ¡no<alargamiento/>! // finalmente el gobernador sigue trayendo a Paulina Rubio
","E: <risas = “E”/>
",2,2,1.0,1.0
487,¿sí?,76,PUEB_H31_075,México,Puebla,hombre,69,bajo,564,I,"E: <simultáneo> mjú </simultáneo>
","I: eso ya cuando vengas tráeme los sellos rapidito y / día y noche tú vete </cita> / ¿sí? <ruido = “aspiración_nariz”/> // ya / pasó / <ruido = “chasquido_boca”/> ¡ay! chihuahuas ahí / ni un peso en la bolsa / ahí me voy me / me acuerdo bien me fui en el ciento diez / a Poza Rica / mm / <ruido = “chasquido_boca”/> ahí en Perote me dice el cobrador <cita> ten la manija / perréalo </cita> / yo ya sabía lo que era eso y ya andaba yo de cobrador mm / y ya / ahí estoy grite y grite ya / pues que a / Altotonga Jalacingo / Teziutlán Tlapacoyan Martínez San Rafael / y ahí lo que más o menos me aprendí ya <simultáneo> estoy gritando y </simultáneo>
","E: <simultáneo> <risas=”E”/> </simultáneo>
",2,3,1.0,1.0
488,¿sí?,76,PUEB_H31_075,México,Puebla,hombre,69,bajo,616,I,"E: <simultáneo> mjú </simultáneo>
","I: <simultáneo> ¿sí? </simultáneo> // ahí voy pero antes que <x>75</x>me llama / mm dice <cita> ¿traes dinero? </cita> / yo dije <cita> <entre_risas> ¿qué me vas a pedir <simultáneo> prestado o qué? </cita> </entre_risas> </simultáneo>
","E: <simultáneo> <risas=”E”/> </simultáneo>
",1,3,1.0,1.0
489,¿sí?,78,PUEB_H33_086,México,Puebla,hombre,60,alto,357,I,"E: eh yo no pero la dueña de la casa sí fuma así <simultáneo> que no </simultáneo>
","I: <simultáneo> ¿sí? </simultáneo>
","E: hay ningún problema 
",0,3,1.0,1.0
490,¿sí?,78,PUEB_H33_086,México,Puebla,mujer,36,alto,482,E,"P:	bueno sí <ininteligible/>
","E: ¿sí? yo le digo que <simultáneo> viniste </simultáneo>
","P:	<simultáneo> órale </simultáneo> gracias
",1,2,1.0,1.0
491,¿sí?,79,PUEB_M11_023,México,Puebla,hombre,27,alto,101,E,"I: sí
","E: ¿sí?
","I: sí luego este / bueno orita / mis papás ya se regresaron a vivir a mi pueblo / ya llevan mm / ocho años
",0,1,1.0,1.0
492,¿sí?,79,PUEB_M11_023,México,Puebla,hombre,27,alto,695,E,"I: mjú
","E: ¿sí?
","I: pozole
",0,1,1.0,1.0
493,¿sí?,79,PUEB_M11_023,México,Puebla,mujer,35,bajo,806,I,"E: pero le hacen un examen
","I: ¿sí? 
","E: o sea si ya sabe usted leer ya entra a más arriba
",0,1,1.0,1.0
494,¿sí?,79,PUEB_M11_023,México,Puebla,hombre,27,alto,841,E,"I: <simultáneo> pero sí me ponía </simultáneo> nerviosa <simultáneo> <risas= “I”/> </simultáneo>
","E: <simultáneo> ¿sí? </simultáneo> pero no le fue muchos días los que le<alargamiento/> / los que hizo eso
","I: <simultáneo> no<alargamiento/> no era </simultáneo>
",1,1,1.0,1.0
495,¿sí?,79,PUEB_M11_023,México,Puebla,hombre,27,alto,857,E,"I: o a señas
","E: ¿sí?
","I: ajá o con señas o ya les mostrábamos este / lo que hay / lo que había y así / y pues ya así más o menos y luego a veces hay unos / o iba alguien con ellos que más o menos le<alargamiento/> / le entendía / y pues ya así
",0,1,1.0,1.0
496,¿sí?,79,PUEB_M11_023,México,Puebla,hombre,27,alto,921,E,"I: mjú pues yo creo hubiera seguido <simultáneo> ahí </simultáneo>
","E: <simultáneo> ¿sí? </simultáneo>
","I: mjú
",0,1,1.0,1.0
497,¿sí?,80,PUEB_M12_028,México,Puebla,hombre,21,alto,219,E,"I: sí pero este pero sí sí m <palabra_cortada/> sí me gustaría
","E: ¿sí?
","I: sí sí me gustaría <risas= “I”/> pues yo creo que como lo he visto con mis papás / que pues el matrimonio pues sí se pue<alargamiento/>de y eso / o sea es difícil y todo pero / pero pues sí se puede ¿no? entonces / pues yo creo que por eso digo <cita> no sí sí sí </cita>
",0,1,1.0,1.0
498,¿sí?,80,PUEB_M12_028,México,Puebla,mujer,21,medio,238,I,"E: <simultáneo> el di <palabra_cortada/> </simultáneo>
","I: <simultáneo> no ¿sí? </simultáneo>
","E: el dinero del corazón
",3,1,1.0,1.0
499,¿sí?,80,PUEB_M12_028,México,Puebla,hombre,21,alto,259,E,"I: ¿cuánto llevo? este ya voy a cum <palabra_cortada/> eh de hecho el ocho de octubre cumplo // año seis meses o sea año y medio // pero sí siento que es el di <palabra_cortada/> el definitivo
","E: <simultáneo> ¿sí? </simultáneo>
","I: <simultáneo> <risas= “I”/> </simultáneo> el <simultáneo> mero mero <risas= “I”/> </simultáneo>
",0,1,1.0,1.0
500,¿sí?,82,PUEB_M21_056,México,Puebla,mujer,27,alto,649,E,"I: mu<alargamiento/>chas hija
","E: ¿sí? <simultáneo> ¿cuál es la diferencia? </simultáneo>
","I: <simultáneo> claro que sí </simultáneo> ¿en todos los aspectos? 
",1,1,1.0,1.0
501,¿sí?,82,PUEB_M21_056,México,Puebla,mujer,45,bajo,953,I,"E: mjú
","I: <cita> la moto gris que está </cita> y le digo </cita> sí fue luego <ininteligible/> </cita> ya te platiqué lo que me dijo mi cuñada / entonces en una de esas un día nos vamos al hotel y me dice <cita> ¿qué crees que pasó hija? </cita> le digo <cita> ¿qué? </cita> porque a él le gustan las plantas y me dice <cita> fíjate hija que en una en una maceta / encontré un frasco con una foto mío y muchos listones con alfileres </cita> le digo <cita> ¿sí? </cita> dice <cita> sí hija </cita> le digo / le digo <cita> ¿y ahora? </cita> y dice <cita> dice ella que que fue mi hermana </cita> le digo <cita> ah </cita> y después pues como a los quince días fuimos de nuevo al hotel iba lleno de listones / entonces 
","E: <simultáneo> <risas= “E”/> </simultáneo>
",2,2,1.0,1.0
502,¿sí?,82,PUEB_M21_056,México,Puebla,mujer,27,alto,1026,E,"I: en los portales también igual tomando puro pinche whisky cabrones de dinero chin <palabra_cortada/> todo pagaron ellos y todavía al regreso me nos tuvieron que pagar nuestra feria que habíamos cobrado los días que perdimos de trabajo <simultáneo> <risas= “E”/> </simultáneo>
","E: <simultáneo> órale <risas= “I”/> </simultáneo> ¿sí?
","I: y nos lo pagaron hija en serio o sea viví cosas malas y viví cosas buenas y yo a veces no hablo de todo eso en el grupo porque suena a chingonería pero sí lo viví <simultáneo> madre te lo juro </simultáneo>
",3,1,1.0,1.0
503,¿sí?,82,PUEB_M21_056,México,Puebla,mujer,27,alto,1079,E,"Q: pero cómo habla no la <simultáneo> callas </simultáneo>
","E: <simultáneo> ¿sí? </simultáneo>
","Q: <simultáneo> para </simultáneo>
",0,1,1.0,1.0
504,¿sí?,82,PUEB_M21_056,México,Puebla,mujer,27,alto,1210,E,"I: pues los hijos de los
","E: ¿sí?
","I: sí y la mayoría de ellos vive en la Rivera por eso la Rivera es un desmadre
",0,1,1.0,1.0
505,¿sí?,82,PUEB_M21_056,México,Puebla,mujer,27,alto,1297,E,"I: y lo mismo le digo a todos <cita> ¿quieres mentarme la madre? miéntamela no hay pedo pero dime por qué yo te la miento pero te digo por qué </cita> / cuando estoy encabronada <cita> hijas de la chingada pinche recámara no mamen si yo procuro que mi casa esté limpia y su recámara </cita> les explico por qué les miento la madre así ustedes me quieren mentar la madre miéntenmela pero díganme por qué no nada más de huevos porque entonces / les rompo la madre yo <risas= “I”/>
","E: ¿sí?
","I: ¿cierto o falso <simultáneo> hija? </simultáneo>
",0,1,1.0,1.0
506,¿sí?,83,PUEB_M22_061,México,Puebla,mujer,24,alto,242,E,"I: después me entero que no quería conmigo quería con mi hermana ¡ah!
","E: ¡sí! <simultáneo> ¿en serio? ¿sí? </simultáneo>
","I: <simultáneo> <risas= “I”/> </simultáneo> no es cierto <simultáneo> <risas= “I”/> </simultáneo>
",3,1,1.0,1.0
507,¿sí?,83,PUEB_M22_061,México,Puebla,mujer,45,medio,305,I,"E: ajá
","I: ¿sí? de<alargamiento/> o sea como que a todo le encontramos eso de hacer la <simultáneo> pelota </simultáneo>
","E: <simultáneo> ajá </simultáneo>
",1,2,1.0,1.0
508,¿sí?,83,PUEB_M22_061,México,Puebla,mujer,24,alto,713,E,"I: con los papás es este<alargamiento/> con sus ideas mi papá de antigüitas ¿no? más que nada
","E: ¿sí<alargamiento/>?
","I: pero sí mi papá es de ideas muy<alargamiento/>
",0,1,1.0,1.0
509,¿sí?,86,PUEB_M32_097,México,Puebla,mujer,36,alto,3,E,"I: perfecto
","E: ¿sí? 
","I: pues mira yo poblana chicharronera de tercera generación <entre_risas> o sea que sí </entre_risas> dime a ver <simultáneo> ¿qué quieres saber? </simultáneo>
",0,2,1.0,1.0
510,¿sí?,86,PUEB_M32_097,México,Puebla,mujer,desc,medio,444,I,"E: mjú 
","I: ¿sí? y yo quería esa carrera hubiera yo sido te digo del grupo piloto de la de arquitectura
","E: mjú 
",1,3,1.0,1.0
511,¿sí?,87,MONR_HMP_005,México,Monterrey,hombre,27,bajo,266,I,"E: sí / no / y <énfasis> puede estar piedreando </énfasis> / todo el fin de semana / de hecho yo conozco a un amigo que se murió de ese pedo 
","I: ¿sí? 
","E: le salió un tumor en el cerebro por tanto / porque de que estaba todo el día<alargamiento/>  / con la piedra 
",0,1,1.0,1.0
512,¿sí?,87,MONR_HMP_005,México,Monterrey,hombre,27,bajo,407,I,"E: falta unos diez minutillos
","I: ¿sí?<alargamiento/> / ¿cuándo lo podemos hacer? / ¿ahorita?
","E: ¡no hombre! al ratillo / sí orita / deja le corto <interrupción_de_grabación/> ahí fue / bueno / ¿en qué estábamos? / en lo de tu morrita y que te vas a matrimoniar y eso <risas = ”E”/>
",1,1,1.0,1.0
513,¿no?,1,GUAD_H11_086,México,Guadalajara,hombre,23,bajo,4,I,"E: ¿cómo prefieres / que<alargamiento/> me dirija a ti? como tú / o con usted //
","I: tú / como tú ¿no?
","E: ¿tú? / prefieres / aah / porque / ¿cómo sabes cómo tratar a una persona de tú / o de usted //
",3,1,1.0,1.0
514,¿no?,1,GUAD_H11_086,México,Guadalajara,mujer,21,alto,33,E,"I: ps / ha estado diferente pues ha estado lluvias y / <sic> ys </sic> con sol /
","E: eeh / yo<alargamiento/> bueno en lo particular / es mejor quedarse en casa ¿no? / sí para no mojarse / ¿cómo es el lugar en donde usted vive?
","I: <tiempo = ""02:04""/> una vecindad
",2,1,1.0,1.0
515,¿no?,1,GUAD_H11_086,México,Guadalajara,hombre,23,bajo,98,I,"E: mm // ¿cuál crees que sea la importancia de la familia? <silencio/> 
","I: no sé / ps / mantenerlos ¿no? o //
","E: los sentimientos los vínculos //
",2,1,1.0,1.0
516,¿no?,1,GUAD_H11_086,México,Guadalajara,mujer,21,alto,185,E,"I: yo digo que sí
","E: bueno esperemos que / que sí se pueda / mm y bueno pues estamos en octubre y<alargamiento/> las fiestas decembrinas la navidad pues ya se viene pronto ¿no? / eeeh / ¿qué es lo que sueles hacer en esas fechas?
","I: pues ir con la familia 
",2,1,1.0,1.0
517,¿no?,1,GUAD_H11_086,México,Guadalajara,mujer,21,alto,391,E,"I: pues que puede<alargamiento/>s / instalar varias cosas que<alargamiento/> / uno <vacilación/> / no sabía
","E: y<alargamiento/> / además de<alargamiento/> pintar / es lo que te gusta ¿no? / aah ¿qué otra cosa te gustaría hacer?
","I: mm <silencio/> electricista
",2,1,1.0,1.0
518,¿no?,1,GUAD_H11_086,México,Guadalajara,mujer,21,alto,471,E,"I: mm no
","E: ¿no? / ¿en / un aniversario<alargamiento/> qué le sueles regala<alargamiento/>r? ¿qué suelen hace<alargamiento/>r?
","I: pues así no nos / no nos hemos regalado nada ni nada nada más así hacemos una comida pero 
",1,1,1.0,1.0
519,¿no?,1,GUAD_H11_086,México,Guadalajara,mujer,21,alto,499,E,"I: <tiempo =""30:05""/> lo que es el cristal
","E: y está fuerte ¿no?
","I: sí
",3,1,1.0,1.0
520,¿no?,1,GUAD_H11_086,México,Guadalajara,mujer,21,alto,503,E,"I: unos cuarenta cuarenta y uno por ahí
","E: estaba joven ¿no? / ¿y quién fue quien la encontró<alargamiento/> / cómo se enteraron?
","I: no pues ahí empezó a darle como ataques y se la llevaron al hospital /
",2,1,1.0,1.0
521,¿no?,1,GUAD_H11_086,México,Guadalajara,hombre,23,bajo,542,I,"E: ¿y sabes por qué se da el grito?
","I: por la Independencia ¿no? que / Emiliano Zapata / o sabe qué algo así ¿no?
","E: ¿y sabes un poco acerca de la Independencia?
",2,1,1.0,2.0
522,¿no?,1,GUAD_H11_086,México,Guadalajara,hombre,23,bajo,542,I,"E: ¿y sabes por qué se da el grito?
","I: por la Independencia ¿no? que / Emiliano Zapata / o sabe qué algo así ¿no?
","E: ¿y sabes un poco acerca de la Independencia?
",3,1,2.0,2.0
523,¿no?,2,GUAD_H12_098,México,Guadalajara,mujer,21,alto,39,E,"I: me engento // <sic> todo </sic> la<alargamiento/> eh la zona centro en general está como que muy concurrido de ge<alargamiento/>nte / muy<alargamiento/> / todos a las prisas / todo así / ¡ay! como que / me enfado
","E: pero es algo muy característico de Guadalajara ¿no? / todos dicen que<alargamiento/> <simultáneo> o sea la gente </simultáneo>
","I: <simultáneo> sí que así es </simultáneo>
",2,1,1.0,1.0
524,¿no?,2,GUAD_H12_098,México,Guadalajara,hombre,20,medio,80,I,"E: <simultáneo> como doraditos </simultáneo/>
","I: ahá / algo así / ahá // este<alargamiento/> mmm / pues no sé estatura / promedio / a lo mejor uno setenta y cinco en hombres / uno<alargamiento/> / qué se <palabra_cortada/> uno sesenta más o menos en mujeres // este<alargamiento/> // pues de complexión no sé yo creo que está bastante variado no<alargamiento/> / no hay como que <cita> ¡ay! la mayoría son muy delgados / la mayoría son muy / muy gordos </cita> así ¿no? / está como / mucho de todo / como / chilaquil // este<alargamiento/> <silencio/> // pues ya / creo que ya
","E: <simultáneo> mmm </simultáneo>
",2,1,1.0,1.0
525,¿no?,2,GUAD_H12_098,México,Guadalajara,hombre,20,medio,94,I,"E: posiblemente / aah / ¿cómo es su personalidad?
","I: <ruido = ""carraspeo""/> pues bien chida <risas = ""E""/> // este<alargamiento/> <silencio/> mmm no sé / como<alargamiento/> bueno <silencio/> mmm // muy buena onda así como / como relaja<alargamiento/>dos como así / <énfasis> pero </énfasis> también depende la circunstancias ¿no? porque pues obviamente si traes prisa pues vas todo <risas = ""E""/> acarrera<alargamiento/>do y así / pero en general yo creo que / así tranquilos / alegres // feliz de la vida
","E: <tiempo = ""06:19""/> entonces / ¿crees que <sic> tengan </sic> que ver algo <ruido = ""carraspeo de I""/> algo de que sean muy buenos o muy amables con la religión? / <simultáneo> porque son </simultáneo> 
",2,1,1.0,1.0
526,¿no?,2,GUAD_H12_098,México,Guadalajara,mujer,21,alto,97,E,"I: <simultáneo> no<alargamiento/> </simultáneo>
","E: ¿muy religiosos? <simultáneo> ¿no? </simultáneo>
","I: <simultáneo> no<alargamiento/> </simultáneo>
",3,1,1.0,1.0
527,¿no?,2,GUAD_H12_098,México,Guadalajara,mujer,21,alto,113,E,"I: en B N /
","E: y pues también te fuiste a vivir a M ¿no?
","I: ah bueno sí / también un tiempo estuve<alargamiento/> // fueron dos años en M / allá en<alargamiento/> / pues T / Z / por allá //
",3,1,1.0,1.0
528,¿no?,2,GUAD_H12_098,México,Guadalajara,hombre,20,medio,154,I,"E: o sea yo no / los / los otros <simultáneo> de letras </simultáneo>
","I: <simultáneo> ah </simultáneo> <cita> los otros de letras </cita> <risas = ""E""/> / este // pues así / creo que se ha ido actualizando a la<alargamiento/> / pues acorde a la<alargamiento/> / la<alargamiento/> generación ¿no? que está ahorita entra<alargamiento/>ndo y todo // y pues siento que es más práctico así digo / en cualquier momento puedes ver la / la noticia / lo que sea / si tienes una duda / ah pues vas y lo buscas en internet y ahí te sale la noticia / que dónde fue que qué hora / y todo / y no tienes que ir a fuerzas a un puesto de periódicos a compra<alargamiento/>r o esperarte a las ocho que den las noti<alargamiento/>cias o así / ¿no?
","E: ir a poner allá la monedita / en la tienda de doña C para que te deje llamar a tu <simultáneo> ca<alargamiento/>sa / cositas así </simultáneo>
",2,1,1.0,2.0
529,¿no?,2,GUAD_H12_098,México,Guadalajara,hombre,20,medio,154,I,"E: o sea yo no / los / los otros <simultáneo> de letras </simultáneo>
","I: <simultáneo> ah </simultáneo> <cita> los otros de letras </cita> <risas = ""E""/> / este // pues así / creo que se ha ido actualizando a la<alargamiento/> / pues acorde a la<alargamiento/> / la<alargamiento/> generación ¿no? que está ahorita entra<alargamiento/>ndo y todo // y pues siento que es más práctico así digo / en cualquier momento puedes ver la / la noticia / lo que sea / si tienes una duda / ah pues vas y lo buscas en internet y ahí te sale la noticia / que dónde fue que qué hora / y todo / y no tienes que ir a fuerzas a un puesto de periódicos a compra<alargamiento/>r o esperarte a las ocho que den las noti<alargamiento/>cias o así / ¿no?
","E: ir a poner allá la monedita / en la tienda de doña C para que te deje llamar a tu <simultáneo> ca<alargamiento/>sa / cositas así </simultáneo>
",3,1,2.0,2.0
530,¿no?,2,GUAD_H12_098,México,Guadalajara,hombre,20,medio,162,I,"E: ahá
","I: pero / también puede ser emm / como una frase ¿no? que dice que / lo / la tecnología y todo eso / te acercan a los<alargamiento/> / que tienes lejos como a tus lejanos / pero te alejan / de / los que tienes cerca /
","E: <simultáneo> uhum </simultáneo>
",2,1,1.0,1.0
531,¿no?,2,GUAD_H12_098,México,Guadalajara,hombre,20,medio,184,I,"E:  <entre_risas> ¿y qué </entre_risas> <risas = ""E""/> ¿y qué<alargamiento/> / este<alargamiento/> / ¿por qué te gusta el <extranjero> reggae? </extranjero> / o sea ¿qué cantan? ¿cuál es su ritmo? / ¿qué<alargamiento/> onda?
","I: <ruido = ""carraspeo""/> pues está como muy ligado al<alargamiento/> / consumo de la marihua<alargamiento/>na que lo / la cultura <extranjero> rastafa<alargamiento/>ri </extranjero> y todo eso / pero<alargamiento/> / también / quitando todo eso pues habla mucho sobre / la / la hermanda<alargamiento/>d / el<alargamiento/> este / la solidaridad ¿no? / con los demá<alargamiento/>s la naturale<alargamiento/>za el<alargamiento/> / cómo ser uno con / con Dios con / nuestros conocidos todo esto // y pues también va muy pegado a la religión / <énfasis> <extranjero> rastafari </extranjero> </énfasis> también todo eso / pero<alargamiento/> / pues más que nada por eso / por el el<alargamiento/> / lo del mensaje de<alargamiento/> / de unió<alargamiento/>n de todo eso es lo que más / me gusta eso /
","E: entonces son <extranjero> hippies </extranjero>
",2,1,1.0,1.0
532,¿no?,2,GUAD_H12_098,México,Guadalajara,hombre,20,medio,196,I,"E: <simultáneo> uhum </simultáneo>
","I: <vacilación/> sí hasta la<alargamiento/> / hasta el ombligo y que no sé qué // y<alargamiento/> las mujeres la falda y el tacón y todo eso // pero luego / este / pues ya ahorita todos usan que el pantalón entubado que no sé qué / bueno no todos pero la mayoría // sí / <entre_risas> por eso / la mayoría </entre_risas> de este<alargamiento/> mmm mmm mmm // entonces iba a decir que a lo mejor se ha como<alargamiento/> // haciendo más / femenina la ropa <énfasis> pero </énfasis> si lo / pones de<alargamiento/> / como así pues / amm / no<alargamiento/> / no es femenina porque entonces // usaríamos faldas ¿no? o sea / poniéndolo como en ese contexto yo entiendo que ¡no / que el feminismo que / faldas / que no sé qué! <risas = ""E""/> <simultáneo> <entre_risas> pero </entre_risas> </simultáneo>
","E: <tiempo = ""16:32""/> <simultáneo> ¡lo estás diciendo por mí! ¿verdad? </simultáneo> <risas = ""I""/> ¡solo / buscas las palabras <entre_risas> adecuadas </entre_risas> <risas = ""I""/> solo para no ofenderme! ¡tú di! ¡tú di lo que <simultáneo> quieras! </simultáneo>
",2,1,1.0,1.0
533,¿no?,2,GUAD_H12_098,México,Guadalajara,hombre,20,medio,202,I,"E: muy bien muy bien // amm <ruido = ""chasquido boca""/> ¿cómo han cambiado las formas de hablar? //
","I: mmm <silencio/> pues a<alargamiento/> / siento que antes se hablaba como con más propiedad / todos de de <cita> usted buenos días </cita> este / todas esas cosas así ¿no? / y ahora es ya <cita> ¡ah qué onda! </cita> o ni siquiera saludas y<alargamiento/> <simultáneo> así </simultáneo>
","E: <simultáneo> no </simultáneo> / <simultáneo> haces gestos </simultáneo> 
",2,1,1.0,1.0
534,¿no?,2,GUAD_H12_098,México,Guadalajara,hombre,20,medio,222,I,"E: gente bien <risas = ""todos""/> / ¿te gusta tu nombre? //
","I: sí // sí no no no me desagrada / digo está como / como interesante ¿no? / A / J / está // bien /
","E: ¿por qué te pusieron ese nombre? /
",2,1,1.0,1.0
535,¿no?,2,GUAD_H12_098,México,Guadalajara,hombre,20,medio,264,I,"E: <entre_risas> analizando el universo </entre_risas>
","I: pero<alargamiento/> omm <silencio/> ¡no! / bueno / defe<palabra_cortada/> depende cómo<alargamiento/> / cómo definas <cita> Dios </cita> ¿no? / porque si lo defines así como que <cita> ¡ah! / un ser / este / superior con<alargamiento/> / este / omnipresencia </cita> y no sé qué tanto rollo / eh / ¡pues no! / definitivamente no soy así / <énfasis> pero </énfasis> si lo pones como que / <cita> una energí<alargamiento/>a para / eeh // no sé estar en armonía con el<alargamiento/> <énfasis> universo </énfasis> con la naturaleza </cita> / no sé / pues creo que<alargamiento/> eso es como muy individual entonces / cada uno pues sí / podríamos llegar a eso / pero<alargamiento/> / pues no / no creo que yo sea mi propio di </palabra_cortada> / dios
","E: muy bien / a ver / ¿qué dice?
",2,1,1.0,1.0
536,¿no?,2,GUAD_H12_098,México,Guadalajara,hombre,20,medio,268,I,"E: ahá
","I: <cita> se trata de uno de los horóscopos más tranquilos y estables / de<alargamiento/> todo el zodiaco / y en general / los capricornio se caracterizan por ser personas ambiciosas melancólicas frías y muy trabajadoras </cita> <risas = ""todos""/> / <cita> un rasgo destacable es que son<alargamiento/> conscientes del esfuerzo que / cuesta conseguir las cosas / por lo que son muy sacrificados y luchadores en todos los ámbitos de su vida / si quieren saber más sob</palabra_cortada> </cita> / bueno ya / <simultáneo> publicidad ¿no? del / del artículo </simultáneo>
","E: <tiempo = ""22:12""/> <simultáneo> <vacilación/> ahá / a ver / pero </simultáneo> ¿sientes que eres así? //
",2,1,1.0,1.0
537,¿no?,2,GUAD_H12_098,México,Guadalajara,hombre,20,medio,308,I,"E: ¡ay! <risas = ""todos""/>
","I: que son de<alargamiento/> / de allá de la / de la zona costa / aquí mismo de Jalisco / eeh / ahí tenemos otros<alargamiento/> / otros familiares / otro tío en<alargamiento/> M / amm / otra en T / en<alargamiento/> A / en<alargamiento/> C creo // eeh / pues en el / en / <énfasis> Norteamérica </énfasis> ¿no? / en general / pero<alargamiento/> / pues sí / como un poquito / este / separados todos / y por el o<palabra_cortada/> lado de mi papá / pues familia así cercana / no nada más tiene una hermana que es mi tía / pero vive aquí mismo en Guadalajara / entonces tampoco estamos muy regados por ese lado /
","E: mmm te oí al final decir <cita> Norteamérica </cita> para no errarle si te faltó algún tío <risas = ""todos""/> / <cita> ¡ay Norteamérica! </cita> <risas = ""todos""/>
",2,1,1.0,1.0
538,¿no?,2,GUAD_H12_098,México,Guadalajara,mujer,21,alto,325,E,"I: amm // ¿cómo defines <cita> amigo </cita> ?
","E: ¡ay Dios! <risas = ""todos""/> / pues un amigo con<alargamiento/> / no necesariamente lo tienes que ver diario / sino que sabes que va a estar para ti y así / ¿no? /
","I: ¡no entonces no! / ¡muchos no! / creo que no soy de muchos amigos / <énfasis> pero </énfasis> los que tengo / pues son / son cercanos 
",3,1,1.0,1.0
539,¿no?,2,GUAD_H12_098,México,Guadalajara,hombre,20,medio,328,I,"E: ¡ah! / esa era la siguiente pregunta / <cita> para ti / ¿qué es un amigo? </cita>
","I: ¡amm! / pues / eso precisamente / lo que dijiste de que<alargamiento/> pues alguien con el s <vacilación/> / que sabes con el que / que puedes contar / que si se te atora<alargamiento/> / pues en alguna estación / no sé / pues le hablas y <cita> ah oye / ¿sabes qué? / este / ayúdame con esto / no sé qué </cita> / o<alargamiento/> que si estás mal / pues nada más le <cita> oye / este / fíjate que me pasó acá<alargamiento/> lo otro </cita> y o sea / que ahí están ¿no? // porque luego hay otros que / de que<alargamiento/> <cita> no pues que un amigo es el que daría la vida por ti </cita> pero / honestamente ¿darían la vida por sus amigos? //
","E: pues sí <risas = ""E""/>
",2,1,1.0,1.0
540,¿no?,2,GUAD_H12_098,México,Guadalajara,hombre,20,medio,362,I,"E: ¿siempre quisiste ser <entre_risas> mamá? </entre_risas> <risas = ""E""/>
","I: ¿sabes? soy más de la idea de ser papá / <entre_risas> pero </entre_risas> <risas = ""todos""/> / este / si se dan las cosas pues de ser / papá y mamá / pues<alargamiento/> ¡ya qué! ¿no?
","E: ¿te has distanciado / de una persona que era muy cercana a ti? /
",3,1,1.0,1.0
541,¿no?,2,GUAD_H12_098,México,Guadalajara,hombre,20,medio,388,I,"E: <simultáneo> okey </simultáneo>
","I: <simultáneo> y<alargamiento/> </simultáneo> felice<alargamiento/>s / amm // pues no sé canciones como más / más movida<alargamiento/>s / este / también de<alargamiento/> / como de <extranjero> reggae </extranjero> que digo / es la mayoría de lo que escucho / pero así que como más movidas más / así / ¿no? / ya sabes <risas = ""E""/>
","E: <tiempo = ""32:09""/> así ahá / sí
",2,1,1.0,1.0
542,¿no?,2,GUAD_H12_098,México,Guadalajara,hombre,20,medio,438,I,"E: ¿es cierto que como México no hay dos? 
","I: ¡sí<alargamiento/>! <risas = ""E""/> / <énfasis> pero </énfasis> no solo como México sino / cada país tiene lo suyo ¿no? /
","E: pero México es el mejor
",3,1,1.0,1.0
